year,fips,population,per_income,employment_total
1977,35031,53.181,4969,20.087
1978,35031,53.869,5731,21.559
1979,35031,56.15,6253,22.551
1980,35031,56.436,6558,21.182
1969,35033,4.7,1244,1.033
1970,35033,4.64,1798,1.049
1971,35033,4.502,1882,0.932
1972,35033,4.767,1950,0.947
1973,35033,4.706,2180,0.903
1974,35033,4.678,2312,0.883
1975,35033,4.68,2876,0.966
1976,35033,4.68,3103,0.983
1977,35033,4.61,3472,1.021
1978,35033,4.496,3986,1.07
1979,35033,4.362,4836,1.103
1980,35033,4.212,5556,1.061
1969,35035,40.8,3737,19.648
1970,35035,41.378,4100,19.222
1971,35035,42.821,4195,18.976
1972,35035,42.314,4604,19.197
1973,35035,42.296,5188,20.251
1974,35035,43.017,5568,20.563
1975,35035,43.783,6160,20.76
1976,35035,43.947,6674,21.42
1977,35035,44.721,7318,22.709
1978,35035,45.498,7760,22.816
1979,35035,45.359,8449,22.867
1980,35035,44.739,9304,22.947
1969,35037,10.9,2450,4.827
1970,35037,11.008,2931,4.834
1971,35037,11.331,2967,4.832
1972,35037,11.178,3379,4.85
1973,35037,10.979,4085,4.907
1974,35037,10.975,4209,4.87
1975,35037,11.062,4697,4.904
1976,35037,10.99,4752,4.937
1977,35037,10.846,5310,4.856
1978,35037,10.829,6086,4.921
1979,35037,10.617,7050,5.121
1980,35037,10.554,7785,5.011
1969,35039,25.1,2085,6.196
1970,35039,25.308,2329,6.577
1971,35039,26.069,2432,6.532
1972,35039,26.661,2671,6.962
1973,35039,27.33,2849,6.782
1974,35039,27.868,3157,7.076
1975,35039,28.605,3567,7.068
1976,35039,28.941,4006,7.476
1977,35039,29.184,4393,8.046
1978,35039,29.627,4818,8.356
1979,35039,29.846,5393,8.351
1980,35039,29.344,6111,8.367
1969,35041,16.5,2826,6.586
1970,35041,16.531,3002,6.243
1971,35041,16.62,3120,6.316
1972,35041,16.795,3327,6.493
1973,35041,16.472,4020,6.446
1974,35041,16.629,3551,6.305
1975,35041,16.21,4596,6.196
1976,35041,15.99,4738,6.319
1977,35041,16.121,5105,6.306
1978,35041,15.93,6078,6.34
1979,35041,15.658,6315,6.5
1980,35041,15.675,6665,6.43
1969,35043,17.3,2053,2.968
1970,35043,17.703,2487,3.377
1971,35043,19.281,2965,4.404
1972,35043,20.707,3416,4.908
1973,35043,23.857,3617,5.511
1974,35043,25.398,3891,5.104
1975,35043,26.812,4137,4.45
1976,35043,28.615,4569,4.852
1977,35043,30.769,4915,5.255
1978,35043,32.504,5476,5.602
1979,35043,34.062,6030,6.041
1980,35043,34.663,6872,5.596
1969,35045,52.3,2656,17.33
1970,35045,52.779,2707,16.564
1971,35045,53.916,3138,17.929
1972,35045,55.756,3517,18.919
1973,35045,58.722,3949,21.634
1974,35045,61.123,4609,24.337
1975,35045,64.638,5117,26.037
1976,35045,68.161,5703,27.389
1977,35045,71.376,6514,30.699
1978,35045,75.134,7281,33.028
1979,35045,78.915,7647,34.065
1980,35045,82.318,8569,36.207
1969,35047,22.1,1931,6.092
1970,35047,22.132,2151,5.985
1971,35047,22.827,2232,6.198
1972,35047,23.141,2426,6.515
1973,35047,23.45,2739,6.703
1974,35047,23.158,3046,6.823
1975,35047,23.225,3487,6.733
1976,35047,23.158,3825,6.818
1977,35047,23.094,4205,7.079
1978,35047,22.846,4845,7.361
1979,35047,22.602,5281,7.771
1980,35047,22.807,5700,7.711
1969,35049,53.5,3395,21.803
1970,35049,55.026,3753,22.514
1971,35049,56.874,4058,24.07
1972,35049,59.243,4452,26.263
1973,35049,61.246,4870,28.068
1974,35049,63.278,5406,29.166
1975,35049,65.93,5825,29.184
1976,35049,69.09,6305,30.69
1977,35049,71.604,6895,33.009
1978,35049,72.669,7913,35.227
1979,35049,75.353,8531,36.981
1980,35049,75.872,9556,37.378
1969,35051,7.1,2543,2.174
1970,35051,7.215,2775,2.316
1971,35051,7.348,3018,2.33
1972,35051,8.026,3072,2.458
1973,35051,7.976,3304,2.437
1974,35051,7.843,3973,2.549
1975,35051,8.237,4367,2.67
1976,35051,8.684,4636,2.69
1977,35051,8.766,4969,2.599
1978,35051,8.493,5980,2.689
1979,35051,8.44,6526,2.7
1980,35051,8.524,7300,2.772
1969,35053,9.8,2668,3.483
1970,35053,9.775,2637,3.301
1971,35053,10.063,2649,3.12
1972,35053,10.189,2959,3.275
1973,35053,10.492,3281,3.318
1974,35053,10.648,3589,3.529
1975,35053,11.155,3973,3.735
1976,35053,11.648,4340,3.972
1977,35053,12.032,4741,4.132
1978,35053,12.714,5212,4.284
1979,35053,13.098,5768,4.732
1980,35053,12.712,6680,4.887
1969,35055,17.4,2060,4.823
1970,35055,17.662,2329,5.126
1971,35055,18.063,2594,5.498
1972,35055,18.024,2806,5.578
1973,35055,18.048,3038,5.698
1974,35055,17.972,3500,6.078
1975,35055,18.483,3973,6.691
1976,35055,18.79,4346,7.243
1977,35055,18.919,4665,7.382
1978,35055,18.771,5182,7.631
1979,35055,18.618,5971,8.167
1980,35055,19.551,6488,8.33
1969,35057,5.5,2239,2.005
1970,35057,5.275,2647,1.887
1971,35057,5.184,2965,1.886
1972,35057,5.34,3580,2.038
1973,35057,5.724,3743,2.022
1974,35057,5.926,3777,2.013
1975,35057,6.102,4404,2.057
1976,35057,6.395,4567,2.029
1977,35057,6.513,5073,2.082
1978,35057,6.783,5822,2.2
1979,35057,7.221,6387,2.226
1980,35057,7.507,7123,2.186
1969,35059,5,3208,2.433
1970,35059,4.942,4906,2.341
1971,35059,5.021,4401,2.325
1972,35059,5.245,4644,2.448
1973,35059,5.054,5556,2.388
1974,35059,5.032,4720,2.302
1975,35059,4.891,9849,2.304
1976,35059,4.921,7709,2.361
1977,35059,4.982,5589,2.303
1978,35059,5.048,7639,2.481
1979,35059,4.839,9258,2.515
1980,35059,4.743,10763,2.407
1969,35061,40.1,2445,8.986
1970,35061,40.821,2562,9.245
1971,35061,41.825,2720,9.697
1972,35061,42.019,3016,10.382
1973,35061,43.186,3242,10.849
1974,35061,43.897,3666,11.371
1975,35061,46.079,4208,12.41
1976,35061,48.843,4881,13.408
1977,35061,51.623,5582,14.671
1978,35061,54.03,6408,16.12
1979,35061,56.306,7412,17.763
1980,35061,61.128,7530,17.89
1969,36000,18105,4619,8494.052
1970,36000,18271.605,4920,8465.868
1971,36000,18364.865,5234,8345.341
1972,36000,18351.767,5603,8348.261
1973,36000,18194.767,6022,8465.363
1974,36000,18072.768,6533,8392.017
1975,36000,18032.254,7066,8172.219
1976,36000,17974.654,7510,8125.4
1977,36000,17851.507,8158,8198.948
1978,36000,17720.421,8949,8384.019
1979,36000,17633.646,9831,8580.543
1980,36000,17566.754,11001,8602.022
1969,36001,286.201,4272,177.79
1970,36001,287.151,4821,180.912
1971,36001,288.612,5304,182.145
1972,36001,290.3,5709,185.022
1973,36001,289.75,6154,188.65
1974,36001,289.146,6641,188.487
1975,36001,287.863,7184,185.705
1976,36001,286.517,7623,185.74
1977,36001,286.155,8200,190.421
1978,36001,286.922,8859,198.892
1979,36001,286.969,9649,204.951
1980,36001,286.173,10720,205.937
1969,36003,46.301,2928,15.633
1970,36003,46.729,3208,16.146
1971,36003,48.061,3424,16.67
1972,36003,49.963,3511,16.531
1973,36003,50.253,3831,16.959
1974,36003,50.538,4211,17.484
1975,36003,51.45,4513,16.837
1976,36003,51.858,4808,16.713
1977,36003,52.155,5102,16.655
1978,36003,52.209,5546,16.955
1979,36003,52.348,6218,17.772
1980,36003,51.785,6985,18.033
1969,36005,1462.899,3632,271.326
1970,36005,1473.725,3839,266.588
1971,36005,1477.415,3999,262.429
1972,36005,1472.522,4199,260.024
1973,36005,1418.906,4497,258.191
1974,36005,1381.62,4894,250.725
1975,36005,1347.971,5373,250.185
1976,36005,1313.977,5633,241.263
1977,36005,1265.495,6069,235.641
1978,36005,1220.938,6615,231.686
1979,36005,1188.566,7224,231.717
1980,36005,1168.403,8127,229.033
1969,36007,222.021,3895,103.198
1970,36007,222.098,4153,101.956
1971,36007,223.043,4412,100.836
1972,36007,219.753,4700,101.399
1973,36007,219.714,5061,104.354
1974,36007,218.027,5517,105.159
1975,36007,220.038,5991,103.085
1976,36007,219.795,6393,103.942
1977,36007,219.098,7000,107.076
1978,36007,217.848,7705,110.792
1979,36007,217.081,8440,112.223
1980,36007,213.708,9457,111.357
1969,36009,81.604,3139,32.841
1970,36009,82.173,3318,32.447
1971,36009,84.212,3473,31.746
1972,36009,86.187,3630,32.177
1973,36009,84.379,4108,33.731
1974,36009,83.943,4556,34.324
1975,36009,84.958,4920,33.494
1976,36009,85.551,5245,33.635
1977,36009,85.6,5653,34.443
1978,36009,85.882,6140,35.432
1979,36009,85.508,6949,36.249
1980,36009,85.806,7636,36.106
1969,36011,76.562,3372,27.682
1970,36011,77.648,3568,27.518
1971,36011,78.877,3793,27.753
1972,36011,79.361,4036,27.649
1973,36011,79.095,4474,28.672
1974,36011,79.322,4898,28.939
1975,36011,79.279,5269,28.07
1976,36011,80.348,5536,28.096
1977,36011,80.833,5917,28.494
1978,36011,80.962,6391,28.674
1979,36011,80.829,7162,29.268
1980,36011,79.952,8065,29.027
1969,36013,147.227,3495,60.119
1970,36013,147.815,3709,59.95
1971,36013,150.079,3907,60.343
1972,36013,151.623,4113,60.358
1973,36013,149.768,4505,62.407
1974,36013,148.706,4979,63.53
1975,36013,149.039,5352,61.924
1976,36013,148.909,5741,62.859
1977,36013,148.9,6160,63.646
1978,36013,147.839,6817,66.066
1979,36013,146.936,7622,67.895
1980,36013,146.961,8533,67.309
1969,36015,101.394,3661,45.591
1970,36015,101.457,3911,45.446
1971,36015,101.08,4135,44.72
1972,36015,101.665,4433,44.763
1973,36015,100.452,4915,47.207
1974,36015,99.936,5344,46.263
1975,36015,100.497,5707,44.186
1976,36015,100.008,6190,44.018
1977,36015,99.335,6681,43.206
1978,36015,98.689,7235,43.898
1979,36015,99.339,7793,44.018
1980,36015,97.443,8892,43.155
1969,36017,45.954,3368,18.81
1970,36017,46.396,3486,18.356
1971,36017,46.624,3660,18.487
1972,36017,47.664,3910,19.128
1973,36017,47.421,4405,19.961
1974,36017,47.396,4724,20.087
1975,36017,47.988,5394,19.588
1976,36017,48.647,5432,19.592
1977,36017,49.15,5800,20.324
1978,36017,49.294,6413,21.194
1979,36017,49.369,7218,21.734
1980,36017,49.39,8074,21.732
1969,36019,72.617,2959,25.951
1970,36019,73.724,3402,27.2
1971,36019,76.535,3699,27.998
1972,36019,80.625,3816,28.498
1973,36019,79.137,4259,29.456
1974,36019,79.859,4647,30.046
1975,36019,80.976,5039,30.809
1976,36019,81.038,5291,31.124
1977,36019,81.234,5586,31.441
1978,36019,80.817,6239,32.778
1979,36019,80.947,6970,33.584
1980,36019,80.692,7660,33.724
1969,36021,51.25,3533,18.255
1970,36021,52.001,3838,18.553
1971,36021,54.184,4134,19.56
1972,36021,56.156,4397,19.739
1973,36021,56.472,4918,20.188
1974,36021,56.568,5381,20.281
1975,36021,56.902,5940,20.197
1976,36021,57.147,6373,20.175
1977,36021,58.417,6832,20.449
1978,36021,58.798,7614,20.882
1979,36021,59.192,8686,21.23
1980,36021,59.581,9738,21.068
1969,36023,45.554,3237,19.699
1970,36023,45.877,3428,19.535
1971,36023,45.794,3754,19.904
1972,36023,46.513,3996,20.491
1973,36023,46.853,4373,22.088
1974,36023,47.673,4699,22.939
1975,36023,48.187,5070,22.122
1976,36023,48.298,5435,21.935
1977,36023,47.835,5671,22.025
1978,36023,48.172,6239,23.165
1979,36023,47.879,6789,21.927
1980,36023,48.846,7389,21.688
1969,36025,44.598,3090,19.823
1970,36025,44.996,3223,18.76
1971,36025,46.167,3445,19.322
1972,36025,46.923,3677,20.186
1973,36025,46.693,3956,20.585
1974,36025,46.771,4197,21.095
1975,36025,47.195,4550,20.984
1976,36025,47.606,4784,20.872
1977,36025,47.766,5049,21.031
1978,36025,47.45,5670,21.812
1979,36025,47.375,6197,22.536
1980,36025,46.818,7092,22.734
1969,36027,218.638,4057,95.503
1970,36027,223.524,4379,96.888
1971,36027,228.867,4641,96.778
1972,36027,227.507,5039,96.285
1973,36027,232.528,5508,101.798
1974,36027,234.738,6075,105.032
1975,36027,238.022,6636,104.654
1976,36027,237.786,7077,103.656
1977,36027,238.887,7661,105.685
1978,36027,240.403,8481,111.102
1979,36027,242.168,9455,115.914
1980,36027,245.337,10529,116.068
1969,36029,1108.78,4008,479.16
1970,36029,1115.765,4231,474.934
1971,36029,1120.004,4530,473.352
1972,36029,1112.779,4823,472.839
1973,36029,1099.44,5299,489.558
1974,36029,1085.518,5787,490.984
1975,36029,1079.183,6272,476.19
1976,36029,1069.559,6812,475.116
1977,36029,1057.907,7482,480.359
1978,36029,1043.735,8177,486.695
1979,36029,1033.071,9048,496.06
1980,36029,1014.214,10024,486.315
1969,36031,34.691,3039,13.302
1970,36031,34.601,3360,13.326
1971,36031,34.474,3669,13.265
1972,36031,35.522,3775,12.947
1973,36031,35.517,4095,13.178
1974,36031,35.225,4539,13.162
1975,36031,35.514,5055,13.276
1976,36031,35.724,5327,13.206
1977,36031,35.815,5677,13.74
1978,36031,35.8,6341,14.457
1979,36031,35.998,7002,15.129
1980,36031,36.179,7766,15.299
1969,36033,44.144,2650,14.131
1970,36033,44.146,2885,14.052
1971,36033,44.968,3127,14.202
1972,36033,45.299,3316,14.295
1973,36033,44.593,3692,14.688
1974,36033,44.279,4099,14.942
1975,36033,44.598,4554,14.777
1976,36033,44.764,4848,14.75
1977,36033,44.825,5245,15.171
1978,36033,44.865,5639,15.281
1979,36033,44.578,6270,15.796
1980,36033,44.915,7104,16.454
1969,36035,52.509,3428,19.57
1970,36035,53.055,3661,19.236
1971,36035,54.883,3835,19.309
1972,36035,56.387,4019,19.625
1973,36035,55.451,4318,19.589
1974,36035,55.289,4707,19.437
1975,36035,55.521,5190,19.302
1976,36035,55.782,5550,19.813
1977,36035,55.715,6152,20.592
1978,36035,56.274,6607,20.84
1979,36035,56.192,7319,20.772
1980,36035,55.13,8380,20.086
1969,36037,58.37,3771,24.115
1970,36037,58.945,4054,24.286
1971,36037,59.8,4281,24.473
1972,36037,60.387,4520,24.796
1973,36037,59.8,5120,25.892
1974,36037,59.451,5646,26.81
1975,36037,60.396,5948,25.678
1976,36037,60.678,6332,25.505
1977,36037,60.335,6874,25.512
1978,36037,59.798,7523,26.128
1979,36037,59.317,8341,26.604
1980,36037,59.496,9280,26.479
1969,36039,33.077,3488,12.111
1970,36039,33.405,3790,12.1
1971,36039,34.812,4141,12.68
1972,36039,36.723,4299,13.077
1973,36039,37.973,4663,13.833
1974,36039,38.501,5000,13.705
1975,36039,39.624,5390,13.605
1976,36039,40.353,5719,13.852
1977,36039,41.054,6140,14.148
1978,36039,41.476,6894,14.577
1979,36039,40.974,7578,14.914
1980,36039,40.874,8664,14.721
1969,36041,4.685,2865,1.705
1970,36041,4.733,3247,1.732
1971,36041,4.792,3729,1.836
1972,36041,4.884,4048,1.908
1973,36041,5.165,4115,1.933
1974,36041,5.122,4406,1.858
1975,36041,5.03,4967,1.814
1976,36041,5.037,5466,1.822
1977,36041,5.075,5802,1.777
1978,36041,5.192,6201,1.824
1979,36041,5.254,6596,1.875
1980,36041,5.027,7851,1.843
1969,36043,67.633,3764,29.412
1970,36043,67.738,3951,29.725
1971,36043,69.031,4056,29.345
1972,36043,69.292,4215,28.9
1973,36043,68.284,4435,27.256
1974,36043,67.8,4793,27.897
1975,36043,68.061,5187,26.966
1976,36043,67.539,5579,26.193
1977,36043,66.926,5975,26.003
1978,36043,67.159,6477,26.36
1979,36043,66.992,7110,26.773
1980,36043,66.663,8013,26.385
1969,36045,88.565,3295,36.866
1970,36045,88.789,3535,36.388
1971,36045,89.719,3758,36.058
1972,36045,90.773,3902,36.058
1973,36045,90.31,4215,37.049
1974,36045,89.485,4606,36.947
1975,36045,90.235,4998,36.272
1976,36045,90.488,5309,35.746
1977,36045,90.089,5635,36.188
1978,36045,89.651,6255,37.47
1979,36045,89.161,6929,38.283
1980,36045,88.071,7797,37.483
1969,36047,2596.639,3850,649.739
1970,36047,2603.33,4129,633.593
1971,36047,2609.016,4336,615.095
1972,36047,2560.165,4674,612.221
1973,36047,2492.892,5000,604.415
1974,36047,2456.004,5392,580.268
1975,36047,2422.661,5865,550.576
1976,36047,2391.687,6169,538.819
1977,36047,2336.117,6646,531.748
1978,36047,2277.498,7231,530.404
1979,36047,2242.541,7799,526.704
1980,36047,2233.786,8622,521.321
1969,36049,23.674,2849,8.093
1970,36049,23.766,3065,8.006
1971,36049,24.196,3276,8.274
1972,36049,24.919,3490,8.4
1973,36049,24.805,3750,8.424
1974,36049,24.87,4018,8.466
1975,36049,25.186,4192,8.095
1976,36049,25.147,4587,8.123
1977,36049,25.401,4783,8.3
1978,36049,25.728,5389,8.619
1979,36049,25.847,5885,8.855
1980,36049,24.996,7031,8.929
1969,36051,53.331,3644,18.623
1970,36051,54.299,3912,19.079
1971,36051,55.39,4209,19.473
1972,36051,56.274,4368,19.14
1973,36051,56.694,4776,19.408
1974,36051,56.615,5192,19.905
1975,36051,57.725,5487,20.105
1976,36051,57.827,5724,19.926
1977,36051,58.016,6157,20.446
1978,36051,57.307,6804,21.227
1979,36051,58.082,7519,21.445
1980,36051,57.085,8549,21.657
1969,36053,62.232,3399,17.53
1970,36053,63.001,3560,17.722
1971,36053,63.544,3805,18.423
1972,36053,64.363,4033,18.449
1973,36053,64.971,4418,19.388
1974,36053,65.168,4782,19.809
1975,36053,65.716,5214,19.684
1976,36053,65.835,5430,19.823
1977,36053,66.078,5781,19.971
1978,36053,66.146,6385,20.277
1979,36053,66.18,7146,21.056
1980,36053,65.257,8087,21.001
1969,36055,700.384,4716,351.075
1970,36055,712.272,4888,348.669
1971,36055,712.631,5219,347.085
1972,36055,711.834,5637,352.13
1973,36055,709.658,6165,364.386
1974,36055,705.88,6763,372.294
1975,36055,709.234,7262,362.097
1976,36055,709.06,7755,365.621
1977,36055,709.218,8395,370.944
1978,36055,704.927,9135,379.883
1979,36055,701.87,10166,389.538
1980,36055,703.303,11433,389.649
1969,36057,55.97,3572,22.941
1970,36057,56.153,3852,22.549
1971,36057,57.122,4108,23.139
1972,36057,57.47,4348,22.872
1973,36057,56.74,4625,22.606
1974,36057,55.841,5017,21.889
1975,36057,54.802,5507,21.299
1976,36057,54.457,5869,21.728
1977,36057,54.86,6440,23.268
1978,36057,54.798,6923,23.293
1979,36057,53.553,7688,23.135
1980,36057,53.396,8579,22.704
1969,36059,1424.424,5762,574.041
1970,36059,1429.369,6101,580.229
1971,36059,1418.393,6550,580.481
1972,36059,1407.216,7089,595.286
1973,36059,1386.265,7663,613.594
1974,36059,1354.616,8406,613.977
1975,36059,1351.369,9062,602.801
1976,36059,1342.31,9688,603.13
1977,36059,1330.506,10634,616.273
1978,36059,1320.667,11824,636.903
1979,36059,1314.335,13179,660.817
1980,36059,1320.639,14830,667.304
1969,36061,1543.762,7841,2792.859
1970,36061,1533.24,8509,2764.056
1971,36061,1520.846,9128,2641.815
1972,36061,1508.116,9770,2586.424
1973,36061,1496.098,10218,2558.053
1974,36061,1494.436,10969,2493.934
1975,36061,1464.144,11840,2401.888
1976,36061,1465.78,12591,2355.281
1977,36061,1451.809,13875,2343.687
1978,36061,1436.029,15467,2388.12
1979,36061,1428.122,16711,2443.13
1980,36061,1428.371,18174,2459.387
1969,36063,235.244,3842,96.893
1970,36063,235.748,4021,94
1971,36063,234.739,4408,94.117
1972,36063,234.824,4671,93.694
1973,36063,234.421,5087,96.098
1974,36063,233.169,5548,95.418
1975,36063,233.797,6040,92.174
1976,36063,233.536,6554,94.182
1977,36063,231.887,7295,96.956
1978,36063,232.357,7887,99.049
1979,36063,230.499,8838,101.698
1980,36063,227.061,9670,97.357
1969,36065,273.225,3595,116.439
1970,36065,273.586,3863,114.624
1971,36065,274.935,4124,113.033
1972,36065,274.97,4372,111.309
1973,36065,270.537,4860,116.438
1974,36065,267.035,5285,115.518
1975,36065,265.059,5763,111.915
1976,36065,262.358,6159,111.397
1977,36065,260.016,6612,111.401
1978,36065,258.381,7224,114.655
1979,36065,256.697,7932,116.43
1980,36065,253.56,8941,115.817
1969,36067,469.752,3977,224.798
1970,36067,473.093,4219,223.48
1971,36067,472.476,4558,225.866
1972,36067,469.873,4912,228.75
1973,36067,469.756,5322,237.209
1974,36067,468.613,5843,242.026
1975,36067,468.582,6243,232.455
1976,36067,468.647,6671,233.979
1977,36067,466.729,7315,239.378
1978,36067,465.566,8040,247.625
1979,36067,463.396,9008,252.959
1980,36067,463.732,10060,250.133
1969,36069,78.28,3866,27.114
1970,36069,79.297,4129,27.489
1971,36069,81.305,4377,28.135
1972,36069,82.303,4685,29.455
1973,36069,83.657,5144,30.867
1974,36069,84.87,5621,32.364
1975,36069,86.017,6068,32.334
1976,36069,86.771,6462,32.594
1977,36069,87.68,7017,34.365
1978,36069,89.175,7447,35.392
1979,36069,89.553,8312,36.687
1980,36069,89.042,9401,36.588
1969,36071,218.367,4025,92.014
1970,36071,222.914,4260,90.01
1971,36071,228.094,4703,92.549
1972,36071,232.02,5219,96.208
1973,36071,236.188,5631,99.367
1974,36071,240.618,6011,98.225
1975,36071,245.27,6466,95.2
1976,36071,245.803,6976,95.738
1977,36071,250.945,7472,97.801
1978,36071,255.581,8141,101.122
1979,36071,259.883,8980,105.848
1980,36071,260.512,10078,106.342
1969,36073,36.963,3744,10.991
1970,36073,37.361,3889,10.919
1971,36073,37.577,4098,11.253
1972,36073,37.921,4312,11.628
1973,36073,38.45,4880,12.777
1974,36073,38.263,5349,12.572
1975,36073,38.575,5800,12.203
1976,36073,38.762,6030,12.611
1977,36073,38.84,6671,13.302
1978,36073,39.092,7198,13.51
1979,36073,38.666,7974,13.494
1980,36073,38.526,8886,12.751
1969,36075,99.779,3141,28.559
1970,36075,101.446,3372,29.259
1971,36075,103.999,3682,30.564
1972,36075,107.59,3916,31.251
1973,36075,107.68,4295,32.639
1974,36075,109.214,4620,33.045
1975,36075,111.807,4846,31.162
1976,36075,113.061,5298,32.691
1977,36075,114.393,5987,35.909
1978,36075,115.094,6351,36.265
1979,36075,115.07,7102,37.089
1980,36075,113.775,7948,36.177
1969,36077,55.822,3342,19.992
1970,36077,56.291,3547,19.896
1971,36077,57.018,3831,20.811
1972,36077,58.36,4107,21.509
1973,36077,58.629,4453,22.557
1974,36077,58.466,4808,22.879
1975,36077,59.595,5084,21.869
1976,36077,59.65,5387,21.772
1977,36077,59.563,5837,22.568
1978,36077,59.8,6324,22.538
1979,36077,59.708,6947,23.085
1980,36077,59.078,7802,23.05
1969,36079,54.375,4597,12.006
1970,36079,57.024,4644,12.584
1971,36079,58.614,5061,13.436
1972,36079,61.783,5315,13.775
1973,36079,65.388,5646,14.612
1974,36079,68.039,6137,15.167
1975,36079,70.771,6714,15.465
1976,36079,71.806,7274,15.734
1977,36079,73.615,8009,16.377
1978,36079,74.017,9094,17.176
1979,36079,76.659,10158,17.553
1980,36079,77.405,11896,17.727
1969,36081,1966.669,5087,567.964
1970,36081,1989.807,5492,565.924
1971,36081,1990.862,5777,550.355
1972,36081,1984.983,6176,549.238
